Tanggal,"Nama Barang",Quantity,Satuan,"Harga Satuan","Total Harga","Harga Jual",Laba,Revenue,Margin,"Jenis Produk"
20/05/2026,Ricebowl,24,Pcs,11000,264000,11000,48000,312000,"18,18181818%",Harian
20/05/2026,Kwetiauw,2,Pcs,5000,10000,7000,4000,14000,40%,Harian
20/05/2026,"Basreng Basah",4,Pcs,5000,20000,7000,8000,28000,40%,Harian
20/05/2026,Cimol,4,Pcs,5000,20000,7000,8000,28000,40%,Harian
20/05/2026,"Risol Mayo",94,Pcs,3000,282000,3500,47000,329000,"16,66666667%",Harian
20/05/2026,"Nasi Cokot",55,Pcs,5000,275000,6000,110000,385000,40%,Harian
20/05/2026,Gorengan,50,Pcs,2000,100000,2500,25000,125000,25%,Ritel
20/05/2026,"Cireng Japlun",85,Pcs,2000,170000,2500,42500,212500,25%,#N/A
20/05/2026,"Sosis Solo",45,Pcs,3000,135000,3000,22500,157500,"16,66666667%",Ritel
20/05/2026,"Lumpia Seblak",6,Pcs,5000,30000,6000,6000,36000,20%,Harian
20/05/2026,"Seblak Jadul",6,Pcs,10000,60000,12000,12000,72000,20%,#N/A
20/05/2026,"Roti Cokelat",6,Pcs,6000,36000,7000,12000,48000,"33,33333333%",Harian
20/05/2026,"Roti Cokelat Keju",5,Pcs,7000,35000,8000,5000,40000,"14,28571429%",#N/A
20/05/2026,Onigiri,20,Pcs,8000,160000,10000,40000,200000,25%,Ritel
21/05/2026,"Nasi Cokot",41,Pcs,5000,205000,6000,82000,287000,40%,Harian
21/05/2026,Mochi,29,Pcs,5000,145000,5000,43500,188500,30%,Ritel
21/05/2026,"Makaroni Geboy",5,Pcs,9000,45000,10000,5000,50000,"11,11111111%",Ritel
21/05/2026,"Mie Spesial",3,Pcs,10000,30000,12000,6000,36000,20%,#N/A
21/05/2026,Bakwan,9,Pcs,2000,18000,2500,4500,22500,25%,Harian
21/05/2026,Sus,19,Pcs,3000,57000,3500,9500,66500,"16,66666667%",Ritel
21/05/2026,"Baso Tahu",11,Pcs,9500,104500,10000,16500,121000,"15,78947368%",#N/A
21/05/2026,Cicos,3,Pcs,4000,12000,5000,3000,15000,25%,Harian
21/05/2026,"Pisang Goreng",10,Pcs,2000,20000,2000,5000,25000,25%,Ritel
21/05/2026,Cilok,26,Pcs,2500,65000,3000,26000,91000,40%,Harian
21/05/2026,Karoket,10,Pcs,1500,15000,2000,5000,20000,"33,33333333%",Ritel
21/05/2026,"Si Lahetot",37,Pcs,5000,185000,6000,74000,259000,40%,Harian
21/05/2026,"Cireng Japlun",75,Pcs,2000,150000,2500,37500,187500,25%,#N/A
21/05/2026,Cibay,38,Pcs,1500,57000,2000,19000,76000,"33,33333333%",Ritel
21/05/2026,Risoles,5,Pcs,1500,7500,2000,2500,10000,"33,33333333%",Harian
21/05/2026,"Cireng Irfan",12,Pcs,1500,18000,2000,6000,24000,"33,33333333%",#N/A
21/05/2026,Ricebowl,20,Pcs,11000,220000,11000,40000,260000,"18,18181818%",Harian
21/05/2026,"Yakult Original",15,Pcs,2100,31500,3500,21000,52500,"66,66666667%",Ritel
21/05/2026,"Yakult Mangga",25,Pcs,2200,55000,3500,32500,87500,"59,09090909%",Ritel
21/05/2026,"Yakult Less Sugar",10,Pcs,2600,26000,3500,9000,35000,"34,61538462%",Ritel
21/05/2026,"Seblak Jadul",9,Pcs,10000,90000,12000,18000,108000,20%,#N/A
21/05/2026,Gorengan,43,Pcs,2000,86000,2500,21500,107500,25%,Ritel
21/05/2026,"Roti Cokelat Keju",6,Pcs,7000,42000,8000,6000,48000,"14,28571429%",#N/A
21/05/2026,"Roti Cokelat",1,Pcs,6000,6000,7000,2000,8000,"33,33333333%",Harian
21/05/2026,Onigiri,15,Pcs,8000,120000,10000,30000,150000,25%,Ritel
21/05/2026,"Sosis Solo",33,Pcs,3000,99000,3000,16500,115500,"16,66666667%",Ritel
21/05/2026,Kriwil,34,Pcs,2500,85000,3000,17000,102000,20%,Harian
21/05/2026,Cistik,29,Pcs,2500,72500,3000,14500,87000,20%,Harian
21/05/2026,Sebring,23,Pcs,2500,57500,3000,11500,69000,20%,Ritel
21/05/2026,"Kacang Gimbal",9,Pcs,5000,45000,18000,18000,63000,40%,#N/A
21/05/2026,"Pangsit Bojot",12,Pcs,11000,132000,11000,24000,156000,"18,18181818%",Harian
21/05/2026,"Pangsit Goreng",4,Pcs,10000,40000,10000,8000,48000,20%,Harian
22/05/2026,Moring,50,Pcs,4000,200000,5000,50000,250000,25%,Ritel
22/05/2026,Sand.Ckl,7,Pcs,6000,42000,7000,8400,50400,20%,Harian
22/05/2026,Sand.Kacang,2,Pcs,6000,12000,7000,2400,14400,20%,Harian
22/05/2026,Sand.Keju,4,Pcs,6000,24000,7000,4800,28800,20%,Harian
22/05/2026,Sandzup.Ckl,3,Pcs,5000,15000,6000,3000,18000,20%,Ritel
22/05/2026,Sandzup.Moc,1,Pcs,5000,5000,6000,1000,6000,20%,Harian
22/05/2026,Sandzup.Straw,2,Pcs,5000,10000,6000,2000,12000,20%,Ritel
22/05/2026,"Choco Bun",7,Pcs,4500,31500,4500,7000,38500,"22,22222222%",#N/A
22/05/2026,"Choco Cheese GT",10,Pcs,4500,45000,4500,10000,55000,"22,22222222%",#N/A
22/05/2026,"Swe Cheese Bun GT",1,Pcs,4500,4500,4500,1000,5500,"22,22222222%",#N/A
22/05/2026,"Straw Bun GT",1,Pcs,4500,4500,4500,1000,5500,"22,22222222%",#N/A
22/05/2026,"Blue Bun GT",1,Pcs,4500,4500,5000,1000,5500,"22,22222222%",#N/A
22/05/2026,"Z Krim Ckl",1,Pcs,5500,5500,6500,1000,6500,"18,18181818%",#N/A
22/05/2026,"Dryk Ckl",1,Pcs,6500,6500,7000,1000,7500,"15,38461538%",#N/A
22/05/2026,"Sbk Duo Cokelat Keju",1,Pcs,9000,9000,9000,1000,10000,"11,11111111%",#N/A
22/05/2026,"Chif Cokelat",3,Pcs,5000,15000,5500,3000,18000,20%,Ritel
22/05/2026,Cookies,23,Pcs,6000,138000,7000,46000,184000,"33,33333333%",Ritel
22/05/2026,"Sosis Solo",30,Pcs,3000,90000,3000,15000,105000,"16,66666667%",Ritel
22/05/2026,"Si Lahetot",26,Pcs,5000,130000,6000,52000,182000,40%,Harian
22/05/2026,"Nasi Cokot",31,Pcs,5000,155000,6000,62000,217000,40%,Harian
22/05/2026,"Cireng Japlun",80,Pcs,2000,160000,2500,40000,200000,25%,#N/A
22/05/2026,Cilok,24,Pcs,2500,60000,3000,24000,84000,40%,Harian
22/05/2026,Karoket,15,Pcs,1500,22500,2000,7500,30000,"33,33333333%",Ritel
22/05/2026,"Baso Tahu",14,Pcs,9500,133000,10000,21000,154000,"15,78947368%",#N/A
22/05/2026,Sus,15,Pcs,3000,45000,3500,7500,52500,"16,66666667%",Ritel
22/05/2026,Bakwan,26,Pcs,2000,52000,2500,13000,65000,25%,Harian
23/05/2026,"Seblak Jadul",5,Pcs,10000,50000,12000,10000,60000,20%,#N/A
23/05/2026,Ricebowl,12,Pcs,11000,132000,11000,24000,156000,"18,18181818%",Harian
25/05/2026,Ades,264,Pcs,"1812,5",478500,3500,445500,924000,"93,10344828%",Ritel
25/05/2026,"Frestea Markisa",60,Pcs,3136,188160,4000,111840,300000,"59,43877551%",Ritel
25/05/2026,"Seblak Jadul",10,Pcs,10000,100000,12000,20000,120000,20%,#N/A
25/05/2026,Ricebowl,24,Pcs,11000,264000,11000,48000,312000,"18,18181818%",Harian
25/05/2026,Bakwan,40,Pcs,2000,80000,2500,20000,100000,25%,Harian
25/05/2026,Makaroni,8,Pcs,9000,72000,2500,24000,96000,"33,33333333%",#N/A
25/05/2026,"Rafa Putra",50,Pcs,1600,80000,2000,20000,100000,25%,Harian
25/05/2026,"Nasi Cokot",50,Pcs,5000,250000,6000,100000,350000,40%,Harian
25/05/2026,"Risol Mayo",85,Pcs,3000,255000,3500,42500,297500,"16,66666667%",Harian
25/05/2026,Cibay,35,Pcs,1500,52500,2000,17500,70000,"33,33333333%",Ritel
25/05/2026,"Cireng Irfan",15,Pcs,1500,22500,2000,7500,30000,"33,33333333%",#N/A
25/05/2026,Risoles,15,Pcs,1500,22500,2000,7500,30000,"33,33333333%",Harian
25/05/2026,"Si Lahetot",65,Pcs,5000,325000,6000,130000,455000,40%,Harian
25/05/2026,Onigiri,17,Pcs,8000,136000,10000,34000,170000,25%,Ritel
25/05/2026,Gorengan,50,Pcs,2000,100000,2500,25000,125000,25%,Ritel
26/05/2026,Sand.Ckl,3,Pcs,6000,18000,7000,3600,21600,20%,Harian
26/05/2026,Sand.Kacang,1,Pcs,6000,6000,7000,1200,7200,20%,Harian
26/05/2026,Sand.Sarikaya,1,Pcs,6000,6000,7000,1200,7200,20%,Harian
26/05/2026,Sandzup.Ckl,2,Pcs,5000,10000,6000,2000,12000,20%,Ritel
26/05/2026,Sandzup.Moc,1,Pcs,5000,5000,6000,1000,6000,20%,Harian
26/05/2026,Sandzup.Straw,1,Pcs,5000,5000,6000,1000,6000,20%,Ritel
26/05/2026,"Choco Bun",6,Pcs,4500,27000,4500,6000,33000,"22,22222222%",#N/A
26/05/2026,"Choco Cheese GT",8,Pcs,4500,36000,4500,8000,44000,"22,22222222%",#N/A
26/05/2026,"Swe Cheese Bun GT",1,Pcs,4500,4500,4500,1000,5500,"22,22222222%",#N/A
26/05/2026,"Blue Bun GT",1,Pcs,4500,4500,5000,1000,5500,"22,22222222%",#N/A
26/05/2026,"Coconut Bun GT",1,Pcs,4500,4500,4500,1000,5500,"22,22222222%",#N/A
26/05/2026,"Z Krim Keju",1,Pcs,5500,5500,6000,1000,6500,"18,18181818%",#N/A
26/05/2026,"Z Krim Moka",1,Pcs,5500,5500,6000,1000,6500,"18,18181818%",#N/A
26/05/2026,"Z Krim Chodbl",1,Pcs,5500,5500,6000,1000,6500,"18,18181818%",#N/A
26/05/2026,"Z Krim Strawberry",1,Pcs,5500,5500,6000,1000,6500,"18,18181818%",#N/A
26/05/2026,"Dryk Ckl",2,Pcs,6500,13000,7000,2000,15000,"15,38461538%",#N/A
26/05/2026,"Dryk Martabak",1,Pcs,6500,6500,7000,1000,7500,"15,38461538%",#N/A
26/05/2026,"Dryk Pandan Sarikaya",1,Pcs,6500,6500,7000,1000,7500,"15,38461538%",#N/A
26/05/2026,"Dryk Nastar",1,Pcs,6500,6500,7000,1000,7500,"15,38461538%",#N/A
26/05/2026,"Ksr Keju",1,Pcs,15000,15000,14500,1000,16000,"6,666666667%",#N/A
26/05/2026,"Sbk Cokelat",1,Pcs,18000,18000,18500,3600,21600,20%,Ritel
26/05/2026,"Sbk Cokelat Keju",1,Pcs,18000,18000,18500,3600,21600,20%,Ritel
26/05/2026,"Ksr Krim Meses",1,Pcs,12500,12500,12500,-11100,1400,"-88,8%",#N/A
26/05/2026,"Sbk Duo Cokelat",1,Pcs,9000,9000,11000,1000,10000,"11,11111111%",#N/A
26/05/2026,"Chif Cokelat",3,Pcs,5000,15000,5500,3000,18000,20%,Ritel
26/05/2026,"Seblak Jadul",2,Pcs,10000,20000,12000,4000,24000,20%,#N/A
26/05/2026,"Si Lahetot",28,Pcs,5000,140000,6000,56000,196000,40%,Harian
26/05/2026,Bakwan,38,Pcs,2000,76000,2500,19000,95000,25%,Harian
26/05/2026,"Nasi Cokot",26,Pcs,5000,130000,6000,52000,182000,40%,Harian
